Metadata_Plate,Metadata_Well,Metadata_split,Metadata_Batch,Metadata_Perturbation,Metadata_Cell_type,Metadata_Time,Metadata_broad_sample,Metadata_control_type,Metadata_solvent,Metadata_pert_iname,Metadata_target,Metadata_target_list,Metadata_moa_list,Metadata_purity,Metadata_pert_type,Metadata_pubchem_cid,Metadata_smiles
BR00116991,D15,train,2020_11_04_CPJUMP1,compound,A549,24,DMSO,negcon,DMSO,,,,,,,,
BR00116991,D16,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K15179513-001-04-2,trt,DMSO,NVP-ADW742,IGF1R,IGF1R,insulin growth factor receptor inhibitor,93.5,control,,Nc1ncnc2n(cc(-c3cccc(OCc4ccccc4)c3)c12)[C@H]1C[C@H](CN2CCCC2)C1
BR00116991,D17,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-A72351335-001-04-5,trt,DMSO,misoprostol,PTGIR,PTGER2|PTGER3|PTGER4|PTGIR,prostanoid receptor agonist,61.9,trt,5282381.0,CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC
BR00116991,D18,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K37385792-003-02-1,trt,DMSO,conivaptan,AVPR1A,AVPR1A|AVPR2,vasopressin receptor antagonist,97.6,trt,151171.0,Cc1nc2CCN(C(=O)c3ccc(NC(=O)c4ccccc4-c4ccccc4)cc3)c3ccccc3-c2[nH]1
BR00116991,D19,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-A72483914-001-03-7,trt,DMSO,spiroxatrine,ADRA2B,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|HTR1A|HTR2B,serotonin receptor antagonist,93.5,trt,5268.0,O=C1NCN(c2ccccc2)C11CCN(CC2COc3ccccc3O2)CC1
BR00116991,D20,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K69122748-001-10-1,trt,DMSO,diacerein,IL1B,IL1B,interleukin inhibitor,57.2,trt,26248.0,CC(=O)Oc1cccc2C(=O)c3cc(cc(OC(C)=O)c3C(=O)c12)C(O)=O
BR00116991,D21,train,2020_11_04_CPJUMP1,compound,A549,24,DMSO,negcon,DMSO,,,,,,,,
BR00116991,D22,train,2020_11_04_CPJUMP1,compound,A549,24,DMSO,negcon,DMSO,,,,,,,,
BR00116991,D23,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K36927236-001-36-7,trt,DMSO,glyburide,SLCO2B1,ABCA1|ABCB11|ABCC8|ABCC9|CFTR|CPT1A|KCNJ1|KCNJ11|KCNJ5|KCNJ8|SLCO2B1,ATP channel blocker|insulin secretagogue|sulfonylurea,91.8,trt,3488.0,COc1ccc(Cl)cc1C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1
BR00116991,D24,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K31170746-001-01-6,trt,DMSO,ANR-94,ADORA2A,ADORA2A,A1 adenosine receptor antagonist,97.4,trt,11805896.0,CCOc1nc2c(N)ncnc2n1CC
BR00116991,E01,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K57708067-001-01-3,trt,DMSO,TFC-007,HPGDS,HPGDS,prostaglandin inhibitor,95.4,trt,16040067.0,O=C(Nc1ccc(cc1)N1CCC(CC1)C(=O)N1CCOCC1)c1cnc(Oc2ccccc2)nc1
BR00116991,E02,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-A48180038-003-24-3,trt,DMSO,trihexyphenidyl,CHRM3,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,acetylcholine receptor antagonist,92.1,trt,5572.0,OC(CCN1CCCCC1)(C1CCCCC1)c1ccccc1
BR00116991,E03,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K64054020-001-02-7,trt,DMSO,epoprostenol,PTGIS,P2RY12|PTGER1|PTGER4|PTGIR|PTGIS,prostacyclin analog,31.9,trt,5282411.0,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2O\C(C[C@H]12)=C/CCCC(O)=O
BR00116991,E04,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K91456750-001-01-9,trt,DMSO,sacubitril,MME,MME,neprilysin inhibitor,98.1,trt,9811834.0,CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(cc1)-c1ccccc1)NC(=O)CCC(O)=O
BR00116991,E05,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K07881437-001-03-8,trt,DMSO,danusertib,RET,AURKA|AURKB|AURKC|FGFR1|NTRK1|RET|SLK,Aurora kinase inhibitor|growth factor receptor inhibitor,91.5,control,11442891.0,CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(cc3)N3CCN(C)CC3)c2C1)c1ccccc1
BR00116991,E06,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K23363278-001-02-1,trt,DMSO,CYT-997,TUBB,TUBB,tubulin polymerization inhibitor,95.5,control,11351021.0,CCC[C@H](Nc1nc(ncc1C)-c1ccc(NC(=O)NCC)c(OC)c1)c1cccnc1
BR00116991,E07,train,2020_11_04_CPJUMP1,compound,A549,24,DMSO,negcon,DMSO,,,,,,,,
BR00116991,E08,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K02490038-236-03-8,trt,DMSO,BQ-788,EDNRB,EDNRB,endothelin receptor antagonist,56.0,trt,5311032.0,CCCC[C@@H](NC(=O)[C@@H](Cc1cn(C(=O)OC)c2ccccc12)NC(=O)[C@H](CC(C)(C)C)NC(=O)N1[C@@H](C)CCC[C@H]1C)C(O)=O
BR00116991,E09,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K54330070-001-19-6,trt,DMSO,SB-202190,MAPK14,AKT1|ALOX5|CHEK1|GSK3B|LCK|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|PRKCA|ROCK1|RPS6KB1|SGK1,p38 MAPK inhibitor,94.3,control,,Oc1ccc(cc1)-c1nc(c([nH]1)-c1ccncc1)-c1ccc(F)cc1
BR00116991,E10,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K25412176-001-01-9,trt,DMSO,GSK2110183,AKT1,AKT1|AKT2|AKT3,AKT inhibitor,65.4,control,46843057.0,Cn1ncc(Cl)c1-c1cc(sc1Cl)C(=O)N[C@H](CN)Cc1cccc(F)c1
BR00116991,E11,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K03155172-001-03-0,trt,DMSO,GSK3787,PPARD,PPARD,PPAR receptor antagonist,96.1,trt,2800647.0,FC(F)(F)c1ccc(nc1)S(=O)(=O)CCNC(=O)c1ccc(Cl)cc1
BR00116991,E12,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K07442505-001-03-6,trt,DMSO,BAM7,BAX,BAX,BAX activator,95.8,trt,5754137.0,CCOc1ccccc1N\N=C1C(=O)N(N=C\1C)c1nc(cs1)-c1ccccc1
BR00116991,E13,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K64800655-001-09-0,trt,DMSO,PHA-793887,CDK7,CDK1|CDK2|CDK4|CDK5|CDK7|CDK9,CDK inhibitor,0.0,control,46191454.0,CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C
BR00116991,E14,train,2020_11_04_CPJUMP1,compound,A549,24,DMSO,negcon,DMSO,,,,,,,,
BR00116991,E15,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K26514105-001-01-7,trt,DMSO,GSK-37647,FFAR4,FFAR4,free fatty acid receptor agonist,97.2,trt,743974.0,COc1ccc(cc1)S(=O)(=O)Nc1c(C)cc(C)cc1C
BR00116991,E16,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K21528677-001-04-4,trt,DMSO,desonide,PLA2G1B,NR3C1|PLA2G1B,glucocorticoid receptor agonist,89.1,trt,5311066.0,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
BR00116991,E17,train,2020_11_04_CPJUMP1,compound,A549,24,DMSO,negcon,DMSO,,,,,,,,
BR00116991,E18,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K91188791-001-17-5,trt,DMSO,aloxistatin,CTSG,CTSG,protease inhibitor,78.8,trt,65663.0,CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C
BR00116991,E19,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K32821942-001-22-1,trt,DMSO,azathioprine,PPAT,HPRT1|IMPDH1|PPAT,dehydrogenase inhibitor,0.0,trt,2265.0,Cn1cnc(c1Sc1[nH]cnc2ncnc12)[N+]([O-])=O
BR00116991,E20,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K33882852-003-02-8,trt,DMSO,ZK-93423,GABRB2,GABRA1|GABRA2|GABRA3|GABRA5|GABRB2|GABRG2,benzodiazepine receptor agonist,94.9,control,121926.0,CCOC(=O)c1ncc2[nH]c3ccc(OCc4ccccc4)cc3c2c1COC
BR00116991,E21,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K64890080-001-02-1,trt,DMSO,BI-2536,PLK1,BRD4|PLK1|PLK2|PLK3,PLK inhibitor,0.0,control,11364421.0,CC[C@H]1N(C2CCCC2)c2nc(Nc3ccc(cc3OC)C(=O)NC3CCN(C)CC3)ncc2N(C)C1=O
BR00116991,E22,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K91535048-001-01-2,trt,DMSO,EI1,EZH2,EZH2,histone lysine methyltransferase inhibitor,94.0,control,72199293.0,CCC(CC)n1ccc2c(cc(cc12)C#N)C(=O)NCc1c(C)cc(C)[nH]c1=O
BR00116991,E23,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K67915505-001-01-2,trt,DMSO,NVP-HSP990,HSP90AB1,HSP90AA1|HSP90AB1,HSP inhibitor,94.4,trt,46216556.0,COc1cccc(n1)-c1cc(F)ccc1[C@H]1Cc2nc(N)nc(C)c2C(=O)N1
BR00116991,E24,train,2020_11_04_CPJUMP1,compound,A549,24,DMSO,negcon,DMSO,,,,,,,,
BR00116991,F01,train,2020_11_04_CPJUMP1,compound,A549,24,DMSO,negcon,DMSO,,,,,,,,
BR00116991,F02,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K12102668-001-25-5,trt,DMSO,nialamide,COMT,COMT|MAOA|MAOB,monoamine oxidase inhibitor,84.9,trt,4472.0,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1
BR00116991,F03,train,2020_11_04_CPJUMP1,compound,A549,24,DMSO,negcon,DMSO,,,,,,,,
BR00116991,F04,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K49223707-001-01-0,trt,DMSO,arundic-acid,S100B,PTGS2|S100B,astrocyte modulating agent,5.6,trt,208925.0,CCCCCC[C@@H](CCC)C(O)=O
BR00116991,F05,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K91822704-003-07-2,trt,DMSO,torcitabine,DCK,DCK|TK2,DNA polymerase inhibitor,0.0,trt,13711.0,Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1
BR00116991,F06,train,2020_11_04_CPJUMP1,compound,A549,24,DMSO,negcon,DMSO,,,,,,,,
BR00116991,F07,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K68164687-001-01-6,trt,DMSO,epothilone-b,TUBB3,TUBA1A|TUBA1B|TUBA1C|TUBA3C|TUBA4A|TUBA8|TUBB|TUBB1|TUBB3|TUBB4A|TUBB4B,microtubule stabilizing agent|tubulin polymerization inhibitor,95.1,trt,129010071.0,C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@@H](OC(=O)C[C@@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\C)=C\c1csc(C)n1
BR00116991,F08,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-A00827783-001-24-6,trt,DMSO,dyphylline,PDE7A,ADORA1|ADORA2A|PDE3A|PDE4A|PDE4B|PDE4C|PDE4D|PDE7A|PDE7B,adenosine receptor antagonist|phosphodiesterase inhibitor,97.8,trt,3182.0,Cn1c2ncn(CC(O)CO)c2c(=O)n(C)c1=O
BR00116991,F09,train,2020_11_04_CPJUMP1,compound,A549,24,DMSO,negcon,DMSO,,,,,,,,
BR00116991,F10,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K59632282-052-03-1,trt,DMSO,quinidine,KCNK1,KCNA5|KCNA7|KCNH1|KCNH2|KCNH5|KCNK1|KCNK6|SCN5A|SLC29A4,sodium channel blocker,85.7,trt,441074.0,COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)c2c1
BR00116991,F11,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K50055394-001-03-6,trt,DMSO,halopemide,PLD1,PLD1|PLD2,phospholipase inhibitor,96.3,trt,65490.0,Oc1nc2cc(Cl)ccc2n1C1CCN(CCNC(=O)c2ccc(F)cc2)CC1
BR00116991,F12,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-A36217750-001-16-3,trt,DMSO,sulfinpyrazone,FPR1,ABCC1|ABCC2|FPR1|SLC22A12,uricosuric blocker,85.2,trt,5342.0,O=C1C(CCS(=O)c2ccccc2)C(=O)N(N1c1ccccc1)c1ccccc1
BR00116991,F13,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K93942811-001-01-3,trt,DMSO,ML-323,USP1,USP1,ubiquitin specific protease inhibitor,97.1,control,60167849.0,CC(C)c1ccccc1-c1ncc(C)c(NCc2ccc(cc2)-n2ccnn2)n1
BR00116991,F14,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-A08187463-001-12-9,trt,DMSO,racecadotril,MME,MME,enkephalinase inhibitor,98.2,trt,107751.0,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1
BR00116991,F15,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K84266862-001-03-2,trt,DMSO,BRL-50481,PDE7A,PDE7A|PDE7B,phosphodiesterase inhibitor,95.1,trt,2921148.0,CN(C)S(=O)(=O)c1cc(ccc1C)[N+]([O-])=O
BR00116991,F16,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K25412176-001-01-9,trt,DMSO,GSK2110183,AKT1,AKT1|AKT2|AKT3,AKT inhibitor,65.4,control,46843057.0,Cn1ncc(Cl)c1-c1cc(sc1Cl)C(=O)N[C@H](CN)Cc1cccc(F)c1
BR00116991,F17,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K36660044-001-24-2,trt,DMSO,bufexamac,HDAC6,HDAC10|HDAC6,cyclooxygenase inhibitor,79.7,trt,2466.0,CCCCOc1ccc(CC(=O)NO)cc1
BR00116991,F18,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K42352790-001-05-3,trt,DMSO,anandamide,GPR55,CACNA1G|CACNA1H|CACNA1I|CNR1|CNR2|GLRA1|GPR18|GPR55|KCNA2|KCNK3|KCNK9|TRPM8|TRPV1,cannabinoid receptor agonist,89.9,trt,5281969.0,CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)NCCO
BR00116991,F19,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K49350383-001-13-7,trt,DMSO,thioguanine,IMPDH1,IMPDH1|IMPDH2,purine antagonist,0.0,control,2723601.0,Nc1nc2nc[nH]c2c(=S)[nH]1
BR00116991,F20,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K53234107-001-01-6,trt,DMSO,IWP-L6,PORCN,PORCN,porcupine inhibitor,94.5,trt,71601111.0,O=C(CSc1nc2CCSc2c(=O)n1-c1ccccc1)Nc1ccc(cn1)-c1ccccc1
BR00116991,F21,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K29322660-001-01-9,trt,DMSO,edoxaban,F10,F10,coagulation factor inhibitor,94.0,trt,49822384.0,CN(C)C(=O)[C@@H]1CC[C@H](NC(=O)C(=O)Nc2ccc(Cl)cn2)[C@H](C1)NC(=O)c1nc2CCN(C)Cc2s1
BR00116991,F22,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K41599323-001-02-3,trt,DMSO,lonafarnib,KRAS,FNTA|HRAS|KRAS|NRAS,farnesyltransferase inhibitor,96.7,control,148195.0,NC(=O)N1CCC(CC(=O)N2CCC(CC2)[C@H]2c3ncc(Br)cc3CCc3cc(Cl)cc(Br)c23)CC1
BR00116991,F23,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K44771174-066-01-0,trt,DMSO,ibutamoren,GHSR,GHR|GHSR,growth hormone secretagogue receptor agonist,94.0,trt,178024.0,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2(CN(c3ccccc23)S(C)(=O)=O)CC1
BR00116991,F24,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K14681867-001-01-6,trt,DMSO,somatostatin,SSTR2,OPRD1|OPRM1|SSTR1|SSTR2|SSTR3|SSTR4|SSTR5,somatostatin receptor agonist,58.0,trt,101826531.0,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC1=O)[C@@H](C)O)C(O)=O)NC(=O)CNC(=O)[C@H](C)N
BR00116991,G01,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K01666412-001-02-0,trt,DMSO,L-proline,P3H1,EPRS1|L3HYPDH|P3H1|P3H2|P3H3|P4HA1|P4HA2|PARS2|PPIA|PPIB|PPIC|PPIF|PPIG|PPIH|PRODH|PLPBP|PYCR1|PYCR2|PYCR3|SLC6A14|SLC6A7,glutamate receptor agonist,0.0,trt,145742.0,OC(=O)[C@@H]1CCCN1
BR00116991,G02,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K80451230-051-02-6,trt,DMSO,zamifenacin,CHRM3,CHRM3,acetylcholine receptor antagonist,96.9,trt,3086618.0,C(Cc1ccc2OCOc2c1)N1CCC[C@H](C1)OC(c1ccccc1)c1ccccc1
BR00116991,G03,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K60476892-001-16-1,trt,DMSO,YC-1,GUCY1B1,GUCY1A2|GUCY1A1|GUCY1B1|HIF1A,guanylyl cyclase activator,96.3,trt,5712.0,OCc1ccc(o1)-c1nn(Cc2ccccc2)c2ccccc12
BR00116991,G04,train,2020_11_04_CPJUMP1,compound,A549,24,DMSO,negcon,DMSO,,,,,,,,
BR00116991,G05,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K24283677-001-01-9,trt,DMSO,ME-0328,PARP3,PARP3,PPAR receptor antagonist,98.4,trt,71571526.0,C[C@H](NC(=O)CCc1nc2ccccc2c(=O)[nH]1)c1ccccc1
BR00116991,G06,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K03109492-001-02-2,trt,DMSO,NSC-663284,CDC25A,CDC25A|CDC25B|CDC25C,CDC inhibitor,0.0,trt,379077.0,ClC1=C(NCCN2CCOCC2)C(=O)c2ncccc2C1=O
BR00116991,G07,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K80666802-003-01-0,trt,DMSO,CYM-50358,S1PR4,S1PR4,sphingosine 1-phosphate receptor antagonist,96.4,trt,53358422.0,Cc1cc(CN)cc(C)c1NC(=O)c1ccc(o1)-c1cc(Cl)ccc1Cl
BR00116991,G08,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K70778732-003-27-5,trt,DMSO,trazodone,HTR2C,ADRA1A|ADRA2A|HRH1|HTR1A|HTR2A|HTR2B|HTR2C|SLC6A4,adrenergic receptor antagonist|serotonin receptor antagonist|serotonin reuptake inhibitor,97.3,trt,5533.0,Clc1cccc(c1)N1CCN(CCCn2nc3ccccn3c2=O)CC1
BR00116991,G09,train,2020_11_04_CPJUMP1,compound,A549,24,DMSO,negcon,DMSO,,,,,,,,
BR00116991,G10,train,2020_11_04_CPJUMP1,compound,A549,24,DMSO,negcon,DMSO,,,,,,,,
BR00116991,G11,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K10670311-001-17-1,trt,DMSO,sulfasalazine,PLA2G1B,ACAT1|ALOX5|CHUK|IKBKB|PLA2G1B|PPARG|PTGS1|PTGS2|SLC46A1|SLC7A11|TBXAS1,cyclooxygenase inhibitor,91.0,trt,,OC(=O)c1cc(ccc1O)\N=N\c1ccc(cc1)S(=O)(=O)Nc1ccccn1
BR00116991,G12,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K29791386-001-01-8,trt,DMSO,"2,5-furandimethanol",HBB,HBB,hemoglobin modulator,95.2,trt,74663.0,OCc1ccc(CO)o1
BR00116991,G13,train,2020_11_04_CPJUMP1,compound,A549,24,DMSO,negcon,DMSO,,,,,,,,
BR00116991,G14,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K48722258-300-11-0,trt,DMSO,dilazep,SLC29A1,SLC29A1,adenosine reuptake inhibitor,86.5,trt,3074.0,COc1cc(cc(OC)c1OC)C(=O)OCCCN1CCCN(CCCOC(=O)c2cc(OC)c(OC)c(OC)c2)CC1
BR00116991,G15,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-A30815329-001-12-1,trt,DMSO,felodipine,TNNC1,CACNA1C|CACNA1D|CACNA1F|CACNA1H|CACNA1S|CACNA2D1|CACNA2D2|CACNB2|CALM1|CFTR|NR3C2|PDE1A|PDE1B|TNNC1|TNNC2,calcium channel blocker,95.4,trt,3333.0,CCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(Cl)c1Cl)C(=O)OC
BR00116991,G16,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-A99888680-001-05-3,trt,DMSO,paliperidone,HTR2C,ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRA2C|CYP2D6|CYP3A4|CYP3A5|DRD1|DRD2|DRD3|DRD4|HRH1|HTR1A|HTR1D|HTR2A|HTR2C,dopamine receptor antagonist|serotonin receptor antagonist,80.4,trt,115237.0,Cc1nc2C(O)CCCn2c(=O)c1CCN1CCC(CC1)c1noc2cc(F)ccc12
BR00116991,G17,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K50836978-001-03-3,trt,DMSO,purvalanol-a,CDK2,CDK1|CDK2|CDK4|CDK5|CSNK1G3|RPS6KA1|SRC,CDK inhibitor,97.3,control,456214.0,CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1
BR00116991,G18,train,2020_11_04_CPJUMP1,compound,A549,24,DMSO,negcon,DMSO,,,,,,,,
BR00116991,G19,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K77220725-003-01-5,trt,DMSO,Ro-1138452,PTGIR,PTGIR,prostanoid receptor antagonist,95.7,trt,9839644.0,CC(C)Oc1ccc(Cc2ccc(NC3=NCCN3)cc2)cc1
BR00116991,G20,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-A89164055-001-03-3,trt,DMSO,sorbinil,AKR1B1,AKR1B1,aldose reductase inhibitor,0.0,trt,5252.0,Fc1ccc2OCCC3(NC(=O)NC3=O)c2c1
BR00116991,G21,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K89517477-001-01-4,trt,DMSO,TC-S-7004,DYRK1B,DYRK1A|DYRK1B,DYRK inhibitor,91.3,control,57523919.0,COc1ncc2cc(C(=O)Nc3cc(ccc3Cl)C(=O)NCc3cccc(Cl)c3)c(=O)[nH]c2n1
BR00116991,G22,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-A24122750-001-03-7,trt,DMSO,saclofen,KCTD16,GABBR1|GABBR2|KCTD12|KCTD16|KCTD8,GABA receptor antagonist,93.0,trt,122150.0,NCC(CS(O)(=O)=O)c1ccc(Cl)cc1
BR00116991,G23,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K70463136-001-01-5,trt,DMSO,BAY-87-2243,HIF1A,HIF1A,hypoxia inducible factor inhibitor,92.6,trt,67377767.0,Cc1cc(nn1Cc1ccnc(c1)N1CCN(CC1)C1CC1)-c1nc(no1)-c1ccc(OC(F)(F)F)cc1
BR00116991,G24,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K16444452-001-09-1,trt,DMSO,ibudilast,PDE4D,IL1B|IL6|PDE3A|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A,leukotriene receptor antagonist|phosphodiesterase inhibitor,68.5,trt,3671.0,CC(C)C(=O)c1c(nn2ccccc12)C(C)C
BR00116991,H01,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K05531427-001-01-7,trt,DMSO,briciclib,CCND1,CCND1,cyclin D inhibitor,94.8,trt,11248490.0,COc1cc(OC)c(\C=C\S(=O)(=O)Cc2ccc(OC)c(OP(O)(O)=O)c2)c(OC)c1
BR00116991,H02,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K77087341-001-02-4,trt,DMSO,2-Oleoylglycerol,GPR119,GPR119,glucose dependent insulinotropic receptor ligand,7.4,trt,5319879.0,CCCCCCCC\C=C/CCCCCCCC(=O)OC(CO)CO
BR00116991,H03,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K61688984-001-02-9,trt,DMSO,RGFP966,HDAC3,HDAC3,HDAC inhibitor,93.0,control,56650312.0,Nc1cc(F)ccc1NC(=O)\C=C\c1cnn(C\C=C\c2ccccc2)c1
BR00116991,H04,train,2020_11_04_CPJUMP1,compound,A549,24,DMSO,negcon,DMSO,,,,,,,,
BR00116991,H05,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K03406345-001-21-1,trt,DMSO,azacitidine,DNMT3A,DNMT1|DNMT3A,DNA methyltransferase inhibitor,0.0,control,9444.0,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
BR00116991,H06,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K60150510-001-15-6,trt,DMSO,N6-cyclopentyladenosine,SLC29A1,ADORA1|ADORA2A|ADORA2B|ADORA3|SLC29A1,adenosine receptor agonist,96.7,trt,657378.0,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(NC3CCCC3)ncnc12
BR00116991,H07,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K16803204-001-01-6,trt,DMSO,filgotinib,JAK1,JAK1|JAK2|JAK3|TYK2,JAK inhibitor,89.6,control,49831257.0,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1
BR00116991,H08,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K76037122-001-02-5,trt,DMSO,guanidine,RNASE1,ALDH2|DLG4|GAMT|RNASE1,HSP inhibitor,1.9,trt,3520.0,NC(N)=N
BR00116991,H09,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K23913458-001-20-7,trt,DMSO,coumarin,CA14,CA1|CA12|CA14|CA2|CA4|CA6|CA9|CYP2A6,vitamin K antagonist,98.0,trt,323.0,O=c1ccc2ccccc2o1
BR00116991,H10,train,2020_11_04_CPJUMP1,compound,A549,24,DMSO,negcon,DMSO,,,,,,,,
BR00116991,H11,train,2020_11_04_CPJUMP1,compound,A549,24,BRD-K73789395-001-09-9,trt,DMSO,ZM-336372,BRAF,BRAF|LCK|MAPK14|RAF1,RAF inhibitor,62.0,control,5730.0,CN(C)c1cccc(c1)C(=O)Nc1ccc(C)c(NC(=O)c2ccc(O)cc2)c1
